product,height,width,depth,faulty,temp
5,84.98707367856117,233.17166746132693,202.25611075645492,0,538.9831207453818
5,0.0,0.0,184.33761788750692,1,537.6557543807286
1,90.87470387551885,264.0065224156429,80.88299090984069,0,521.7659789553771
5,94.20602721608391,290.8936713011047,217.11306637837598,0,546.2984568741713
5,122.726119194966,222.60705804079953,182.7882698636054,0,538.1194156655705
1,98.14678735027859,285.36858883843206,113.55095271956446,0,526.973382059203
17,119.9183902684945,292.46741494487435,304.3696970879226,0,553.5417907667294
5,82.6579293679149,167.9253405227558,206.87995359306106,0,540.2775628847594
5,146.707396652218,311.73176027341054,222.9249479373818,0,545.7032593570382
5,0.0,0.0,180.68404391289386,1,546.1334339972844
1,93.85809578598928,235.71770891654162,77.57629467747749,0,522.623666123016
5,79.2254953519113,230.61688197002917,243.64397611195398,0,541.4069488760188
1,117.31098908412903,285.3325322081812,80.90610715164324,0,525.3181024346283
1,106.14309420274327,293.40762436954543,77.44749256361291,0,508.5041597739491
1,134.18700198313147,204.63071975074575,107.28743770320037,0,522.819330777734
5,116.68643921053268,307.68149874193915,217.64263382307826,0,539.0533196171807
5,96.36908966991133,265.3279217831741,196.51381355323767,0,540.3528603680071
1,128.900652303011,301.95946271671824,69.6817113461696,0,525.9248561223233
1,105.5235966404922,190.07510056057026,122.43468409761816,0,516.8503984854597
5,109.63376830460379,281.00493814380803,205.93139060046408,0,541.1346038113694
17,76.27284078500992,268.59530837175674,305.5623846030116,0,554.1444430642749
1,109.78384028291543,163.35616007978052,112.09357908552212,0,521.5674084214039
1,0.0,0.0,109.08061122898597,1,520.5941449830613
5,111.95647835595345,271.5505227539182,222.53141695544082,1,549.2790185812466
17,98.94849060861243,270.237029600703,333.05008231966355,1,574.9354042997506
17,109.75807667134559,313.4574584841222,292.62121896233583,0,555.4996816299043
5,91.6120264097762,161.65755360676326,159.56464568214963,0,537.1045627107421
1,122.6025530022033,316.6038252476065,114.59259370769215,0,515.6906160899459
5,79.75599972023517,325.49507662655986,170.2043176189721,0,530.5065673811516
17,47.60647094022345,260.5663653928855,327.72634167126677,0,564.534832369555
1,75.79864417680362,307.6485977837501,123.7180980564876,0,530.583698211693
17,0.0,0.0,285.2466703579899,1,558.6475946437364
17,139.11452602451408,169.44811399799042,297.11581148483936,0,557.4075931299582
1,43.41064244662773,316.43855138266747,101.01700989022328,0,517.9649396748672
1,117.25366763594603,258.0891886399076,120.72866344158307,0,516.5422474707262
5,0.0,0.0,243.31810165342728,1,540.2035307329896
1,50.61011336686459,238.680983623307,124.18866386339616,1,524.1345300341103
17,107.984200320461,332.1658896599772,302.7198713727771,0,563.9431999191485
5,113.33587524892904,285.5609599890206,209.08121112645466,0,540.7687193071697
17,83.10089081608389,243.86014002887237,311.0195955561983,0,565.0211804680512
17,64.58569529196022,204.31881349468793,317.9228296573727,0,555.4173797390704
5,0.0,0.0,225.5197718204526,1,538.217508273261
17,86.76710758285749,161.54328734826288,271.84743004620213,0,560.949796786799
1,142.83470983912412,284.56436975673284,136.66123576799617,0,516.5136420719823
1,106.30399939786145,163.53760231094793,99.00929469890791,0,514.2737390025148
17,129.67176416229697,377.382387534212,289.22742977224596,0,555.9974724616694
17,81.14336959466905,235.8793624794239,315.84388450955345,0,565.9332299239431
17,89.18889212543371,349.5840371909538,267.06876231160675,0,552.5305783739303
17,99.44273978203883,248.5691414656299,327.4400369514966,0,559.3785267103683
1,93.05770406437257,187.9794997970517,122.19721942141103,1,528.7634864389776
5,90.90743644128666,226.47773873467028,199.0284021570742,0,543.7623172434941
17,76.20468114640742,240.75974694790082,292.29879199908436,0,564.8383664269022
1,121.14015155444079,283.68511563837745,88.89409592294876,0,521.5437925922844
5,81.02861043938333,277.00242594058216,194.46931893649636,0,537.8686621284929
17,101.35134854821341,156.05572412598292,298.56138535553396,0,550.335362217284
17,86.31495378732643,282.17091789854885,319.8728838470081,0,560.2042423894652
5,105.6044307596344,224.06871472853442,207.79001117578022,0,540.9797316779516
5,58.21626956061558,246.91250857045523,156.2609603435467,1,551.6734780758458
5,60.044574492762976,261.5183092890491,224.54313964761533,0,540.7891171342363
5,100.73164226222062,248.66695688522714,175.46142338209745,0,535.3760741280776
5,112.76755058099468,256.4938505540453,209.8037901892877,0,549.149148312532
1,64.8806170426855,247.12759789369423,94.43345958114058,0,522.2240097344247
5,122.7803762148546,316.02079673437174,199.68878977524034,0,548.8580005973291
17,76.72767659131893,311.54186747834467,327.6788954868367,0,562.4321630757399
17,85.72063674882646,210.962050948407,302.96061021742406,0,564.1618045329516
5,92.98060124467638,197.76262247015288,204.30933580933146,0,535.418528175744
1,115.71646547699996,241.57954339798474,103.75418948768245,0,521.6395622906794
1,118.0884883185438,291.44903844236654,119.74719343430299,0,521.686627441269
5,90.5959702408782,300.1764664129177,193.0499872797625,0,538.6257292531185
1,47.82394642882906,253.05644681173675,118.30301092875766,0,522.3947066291224
1,109.03436796116539,217.9373411360038,115.81286962214396,0,520.5483229406395
17,67.74375110807628,237.3198530849044,322.4914854330122,0,561.0664920489095
1,77.90466301997299,360.4737628718867,122.80296869384755,0,514.6512965962332
1,100.50964892987842,270.9445358941497,94.28379254478408,0,522.377081623936
1,97.8560010533238,213.09512511080283,132.5436503906757,0,519.6001259181536
17,120.88267935238652,272.34003071910155,325.0551666147951,1,565.496629295086
1,115.2972457774025,218.6562277649841,80.95944033871577,0,523.0366828257793
5,44.947535229443105,237.83276915962898,205.92923364376006,0,537.6549447707556
5,103.49313024508426,261.663891393574,206.43069758554427,0,530.625186390241
17,66.345653007185,242.29698790124704,297.475713985874,0,563.0996657306482
17,100.3796451131828,302.57396395558095,273.05450296431616,0,560.6389515184901
5,106.20580528171553,264.94302728093226,174.5274493376626,0,543.484908090053
5,94.40769705378102,266.93272118840326,210.98824065025332,0,543.2682857669623
17,96.75058727278346,172.91019586121993,298.1950882315213,0,560.3951708916021
1,96.75379672796898,234.4957486385616,122.99633897643884,0,520.4786038561874
17,98.24391948755589,230.82815446151827,315.3633998732864,0,562.6906841317383
1,76.60622628270829,250.65454025080567,94.98385150001833,0,513.622089956231
1,96.78867875975777,306.65110570029873,127.82522773362291,0,510.45304034845583
17,117.52158852368355,329.91840700404254,285.76285762157653,0,557.926695745145
5,107.77770691412931,236.50768913621164,184.12823881467466,0,537.4018122844458
1,108.71165461169873,278.31012204342085,97.71210932866663,0,506.00277113891445
5,83.65777681654268,383.0547088375282,169.2013012098119,0,530.7290614415145
17,113.36129637829785,199.06807092392742,304.65569136387626,0,555.7777482817935
1,114.04645686074225,294.3387054886736,96.17690553520737,0,518.8101272422764
17,106.9641680095438,181.60795866057256,309.97806391959756,1,568.3149538992059
17,0.0,0.0,289.6401124910856,1,556.0073838058646
1,90.77398633876456,150.93698776108644,100.95666916397288,0,520.3025455911127
5,60.198916653873354,252.27096852814253,192.50461199054052,0,543.3201195924527
5,88.78925063003908,312.57184078701033,205.00447813484786,0,533.7853933198352
